tweet_id,retweet_count,favorite_count
667393430834667520,51,174
667369227918143488,149,333
667211855547486208,219,442
667200525029539841,236,562
667192066997374976,87,343
667188689915760640,347,665
667182792070062081,5446,12891
667177989038297088,50,173
667176164155375616,404,545
667174963120574464,70,224
667171260800061440,73,195
667165590075940865,1010,2432
667160273090932737,54,229
667152164079423490,15024,43295
667138269671505920,1941,4120
667119796878725120,114,296
667090893657276420,110,299
667073648344346624,106,363
667070482143944705,13,74
667065535570550784,40,148
667062181243039745,46,198
667044094246576128,44,168
667012601033924608,195,404
666996132027977728,80,220
666983947667116034,868,2306
666837028449972224,485,726
666835007768551424,69,189
666826780179869698,81,231
666817836334096384,223,458
666804364988780544,79,210
666786068205871104,425,676
666781792255496192,171,341
666776908487630848,151,309
666739327293083650,60,212
666701168228331520,190,383
666691418707132416,43,166
666649482315059201,550,1012
666644823164719104,72,213
666454714377183233,188,458
666447344410484738,19,93
666437273139982337,41,108
666435652385423360,44,144
666430724426358785,168,283
666428276349472768,67,144
666421158376562688,95,284
666418789513326592,39,109
666411507551481857,278,383
666407126856765440,30,97
666396247373291520,72,150
666373753744588802,75,166
666362758909284353,484,676
666353288456101888,62,187
666345417576210432,128,259
666337882303524864,80,171
666293911632134144,301,442
666287406224695296,57,127
666273097616637952,69,154
666268910803644416,32,91
666104133288665088,5628,12935
666102155909144576,11,67
666099513787052032,55,137
666094000022159362,65,148
666082916733198337,39,97
666073100786774016,136,277
666071193221509120,51,131
666063827256086533,185,418
666058600524156928,49,103
666057090499244032,114,258
666055525042405380,204,387
666051853826850816,729,1058
666050758794694657,51,119
666049248165822465,37,92
666044226329800704,118,252
666033412701032449,37,103
666029285002620928,40,116
666020888022790149,436,2322
